orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_evidence	category
YIL033C	BCY1	YJR017C	ESS1	1	Lit-BS
YOR341W	RPA190	YPR187W	RPO26	3	Lit-NB
YDR264C	AKR1	YIL048W	NEO1	1	Lit-BS
YOR358W	HAP5	YPL248C	GAL4	2	Lit-BM
YML032C	RAD52	YNL312W	RFA2	4	Lit-BM
YDL130W	RPP1B	YDR382W	RPP2B	2	Lit-BM
YJL110C	GZF3	YJL110C	GZF3	2	Lit-BM
YMR190C	SGS1	YPL153C	RAD53	6	Lit-BM
YOR181W	LAS17	YOR181W	LAS17	3	Lit-BM
YBR089C-A	NHP6B	YJL140W	RPB4	3	Lit-BM
YER083C	GET2	YGL020C	GET1	5	Lit-BM
YBR254C	TRS20	YOR115C	TRS33	3	Lit-BM
YLR025W	SNF7	YPL084W	BRO1	9	Lit-BM
YLL036C	PRP19	YPR101W	SNT309	17	Lit-BM
YDR080W	VPS41	YOR106W	VAM3	7	Lit-BM
YLR369W	SSQ1	YOR232W	MGE1	4	Lit-BM
YDL042C	SIR2	YMR307W	GAS1	2	Lit-BM
YER036C	ARB1	YNL161W	CBK1	2	Lit-BM
YML103C	NUP188	YOR098C	NUP1	2	Lit-BM
YDR320C-A	DAD4	YGL061C	DUO1	1	Lit-BS
YMR104C	YPK2	YMR109W	MYO5	2	Lit-BM
YHR114W	BZZ1	YJL020C	BBC1	2	Lit-BM
YER038C	KRE29	YOL034W	SMC5	4	Lit-BM
YJL034W	KAR2	YJR035W	RAD26	1	Lit-BS
YBR278W	DPB3	YNL262W	POL2	10	Lit-BM
YEL037C	RAD23	YHR027C	RPN1	11	Lit-BM
YGL151W	NUT1	YPR070W	MED1	1	Lit-BS
YGR233C	PHO81	YOL001W	PHO80	10	Lit-BM
YOR039W	CKB2	YOR061W	CKA2	3	Lit-BM
YDL105W	NSE4	YOL034W	SMC5	2	Lit-BM
YOR368W	RAD17	YOR368W	RAD17	2	Lit-BM
YDL063C	SYO1	YPL131W	RPL5	2	Lit-BM
YGL212W	VAM7	YPL232W	SSO1	2	Lit-BM
YDR292C	SRP101	YKL154W	SRP102	4	Lit-BM
YCL029C	BIK1	YPL124W	SPC29	2	Lit-BM
YPL237W	SUI3	YPR041W	TIF5	11	Lit-BM
YAL021C	CCR4	YNR052C	POP2	22	Lit-BM
YBR079C	RPG1	YNL243W	SLA2	2	Lit-BM
YGL206C	CHC1	YPR029C	APL4	1	Lit-NB
YDL097C	RPN6	YDL147W	RPN5	10	Lit-BM
YDL053C	PBP4	YGR178C	PBP1	2	Lit-BM
YGL112C	TAF6	YPL248C	GAL4	4	Lit-BM
YDR472W	TRS31	YKR068C	BET3	6	Lit-BM
YOR098C	NUP1	YOR160W	MTR10	4	Lit-BM
YDR389W	SAC7	YPR165W	RHO1	3	Lit-BM
YJR112W	NNF1	YPR141C	KAR3	5	Lit-BM
YML109W	ZDS2	YMR273C	ZDS1	1	Lit-BS
YER143W	DDI1	YER143W	DDI1	3	Lit-BM
YGR009C	SEC9	YPL232W	SSO1	17	Lit-BM
YGL175C	SAE2	YMR224C	MRE11	2	Lit-BM
YER031C	YPT31	YOR326W	MYO2	4	Lit-BM
YBR257W	POP4	YHR062C	RPP1	5	Lit-BM
YLR259C	HSP60	YPL240C	HSP82	1	Lit-BS
YHR107C	CDC12	YMR032W	HOF1	2	Lit-BM
YIR006C	PAN1	YOR329C	SCD5	3	Lit-BM
YER133W	GLC7	YKL018W	SWD2	4	Lit-BM
YFL023W	BUD27	YKL081W	TEF4	3	Lit-BM
YDR103W	STE5	YLR362W	STE11	20	Lit-BM
YCL029C	BIK1	YPR018W	RLF2	2	Lit-BM
YDR377W	ATP17	YPL078C	ATP4	4	Lit-BM
YLR131C	ACE2	YNL161W	CBK1	4	Lit-BM
YJR050W	ISY1	YJR050W	ISY1	3	Lit-BM
YBL007C	SLA1	YCR088W	ABP1	6	Lit-BM
YFL008W	SMC1	YIL026C	IRR1	4	Lit-BM
YLR079W	SIC1	YPR119W	CLB2	6	Lit-BM
YGR086C	PIL1	YOL100W	PKH2	2	Lit-BM
YDR477W	SNF1	YER027C	GAL83	6	Lit-BM
YBR034C	HMT1	YOR196C	LIP5	2	Lit-BM
YHL007C	STE20	YMR109W	MYO5	2	Lit-BM
YKL165C	MCD4	YML012W	ERV25	1	Lit-BS
YDL161W	ENT1	YDR379W	RGA2	2	Lit-BM
YGR172C	YIP1	YOR132W	VPS17	2	Lit-BM
YDL100C	GET3	YLR268W	SEC22	4	Lit-BM
YER112W	LSM4	YNL147W	LSM7	3	Lit-BM
YDR120C	TRM1	YKL117W	SBA1	2	Lit-BM
YBR041W	FAT1	YKL140W	TGL1	1	Lit-NB
YDR091C	RLI1	YLR192C	HCR1	4	Lit-BM
YIL034C	CAP2	YKL007W	CAP1	2	Lit-BM
YDL007W	RPT2	YHR027C	RPN1	11	Lit-BM
YGR129W	SYF2	YLL036C	PRP19	7	Lit-BM
YHR052W	CIC1	YIL031W	ULP2	2	Lit-BM
YFR037C	RSC8	YFR037C	RSC8	2	Lit-BM
YKL096W-A	CWP2	YKR039W	GAP1	2	Lit-BM
YHL007C	STE20	YIL043C	CBR1	3	Lit-BM
YLR315W	NKP2	YPL018W	CTF19	1	Lit-BS
YOL077C	BRX1	YPR016C	TIF6	1	Lit-NB
YGL223C	COG1	YGR120C	COG2	8	Lit-BM
YCR002C	CDC10	YHR107C	CDC12	11	Lit-BM
YDL035C	GPR1	YER020W	GPA2	5	Lit-BM
YOR095C	RKI1	YOR095C	RKI1	1	Lit-BS
YCR030C	SYP1	YCR030C	SYP1	1	Lit-BS
YJL089W	SIP4	YPL042C	SSN3	2	Lit-BM
YML031W	NDC1	YPR028W	YOP1	2	Lit-BM
YOR332W	VMA4	YPR036W	VMA13	3	Lit-BM
YER038C	KRE29	YHR154W	RTT107	2	Lit-BM
YBL071W-A	KTI11	YPL086C	ELP3	1	Lit-NB
YER101C	AST2	YKL117W	SBA1	2	Lit-BM
YEL005C	VAB2	YNL086W	SNN1	1	Lit-BS
YDR093W	DNF2	YNL323W	LEM3	3	Lit-BM
YHR122W	CIA2	YHR164C	DNA2	1	Lit-BS
YGL112C	TAF6	YGR274C	TAF1	15	Lit-BM
YNL288W	CAF40	YNL288W	CAF40	1	Lit-NB
YDR283C	GCN2	YPL240C	HSP82	3	Lit-BM
YMR308C	PSE1	YOR098C	NUP1	4	Lit-BM
YDL156W	CMR1	YHR016C	YSC84	2	Lit-BM
YKL129C	MYO3	YOR181W	LAS17	8	Lit-BM
YDL239C	ADY3	YKL042W	SPC42	2	Lit-BM
YKL186C	MTR2	YPL169C	MEX67	7	Lit-BM
YDL147W	RPN5	YDR427W	RPN9	7	Lit-BM
YDR510W	SMT3	YOR310C	NOP58	3	Lit-BM
YOL012C	HTZ1	YPL127C	HHO1	2	Lit-NB
YBR211C	AME1	YOR269W	PAC1	2	Lit-BM
YHL002W	HSE1	YNR006W	VPS27	7	Lit-BM
YAL026C	DRS2	YJL153C	INO1	2	Lit-BM
YLR216C	CPR6	YPL240C	HSP82	12	Lit-BM
YNL084C	END3	YOR117W	RPT5	2	Lit-BM
YER068W	MOT2	YGR134W	CAF130	2	Lit-BM
YEL015W	EDC3	YPR129W	SCD6	2	Lit-BM
YER068W	MOT2	YPR072W	NOT5	5	Lit-NB
YDR323C	PEP7	YGL095C	VPS45	5	Lit-BM
YER125W	RSP5	YJL084C	ALY2	7	Lit-BM
YGL200C	EMP24	YOR016C	ERP4	1	Lit-BS
YDL091C	UBX3	YDL126C	CDC48	2	Lit-BM
YFR001W	LOC1	YOL077C	BRX1	1	Lit-BS
YOL065C	INP54	YPL240C	HSP82	1	Lit-BS
YFR044C	DUG1	YFR044C	DUG1	5	Lit-BM
YIR006C	PAN1	YNL084C	END3	8	Lit-BM
YER111C	SWI4	YHR030C	SLT2	5	Lit-BM
YDR510W	SMT3	YML126C	ERG13	3	Lit-BM
YNL225C	CNM67	YOL091W	SPO21	3	Lit-BM
YLR115W	CFT2	YNL222W	SSU72	6	Lit-BM
YGL145W	TIP20	YOR075W	UFE1	4	Lit-BM
YBR155W	CNS1	YPL240C	HSP82	8	Lit-BM
YGL093W	SPC105	YKR083C	DAD2	2	Lit-BM
YLR351C	NIT3	YLR351C	NIT3	2	Lit-BM
YDR429C	TIF35	YOR361C	PRT1	14	Lit-BM
YBR279W	PAF1	YHR030C	SLT2	2	Lit-BM
Q0085	ATP6	YPL078C	ATP4	5	Lit-BM
YDL132W	CDC53	YDR328C	SKP1	21	Lit-BM
YBR010W	HHT1	YOL012C	HTZ1	8	Lit-BM
YCL029C	BIK1	YPL155C	KIP2	3	Lit-BM
YCR035C	RRP43	YHR034C	PIH1	2	Lit-BM
YML067C	ERV41	YML067C	ERV41	1	Lit-NB
YDR422C	SIP1	YGL115W	SNF4	4	Lit-BM
YDL140C	RPO21	YLR115W	CFT2	2	Lit-BM
YJR022W	LSM8	YOR076C	SKI7	2	Lit-BM
YOL135C	MED7	YPR168W	NUT2	4	Lit-BM
YDR382W	RPP2B	YLR340W	RPP0	5	Lit-BM
YKL013C	ARC19	YKL129C	MYO3	2	Lit-BM
YNL243W	SLA2	YOR181W	LAS17	0	Lit-NB
YDR309C	GIC2	YHR061C	GIC1	2	Lit-BM
YGR200C	ELP2	YPL101W	ELP4	4	Lit-BM
YBR202W	MCM7	YEL032W	MCM3	8	Lit-BM
YAL041W	CDC24	YBR200W	BEM1	20	Lit-BM
YHR114W	BZZ1	YLR078C	BOS1	2	Lit-BM
YBR112C	CYC8	YOR140W	SFL1	2	Lit-BM
YER151C	UBP3	YNR051C	BRE5	9	Lit-BM
YBR060C	ORC2	YLR117C	CLF1	2	Lit-BM
YBL017C	PEP1	YBL017C	PEP1	1	Lit-NB
YKL042W	SPC42	YOL069W	NUF2	3	Lit-BM
YOR326W	MYO2	YPL269W	KAR9	6	Lit-BM
YMR001C	CDC5	YMR032W	HOF1	3	Lit-BM
YDR356W	SPC110	YLR212C	TUB4	9	Lit-BM
YDR510W	SMT3	YNL078W	NIS1	3	Lit-BM
YEL043W		YGR089W	NNF2	2	Lit-BM
YEL026W	SNU13	YPL193W	RSA1	2	Lit-BM
YGR239C	PEX21	YIL160C	POT1	3	Lit-BM
YER012W	PRE1	YOL038W	PRE6	13	Lit-BM
YDL232W	OST4	YLR378C	SEC61	3	Lit-BM
YHR061C	GIC1	YHR061C	GIC1	2	Lit-BM
YMR255W	GFD1	YOR046C	DBP5	4	Lit-BM
YDR407C	TRS120	YOR115C	TRS33	5	Lit-BM
YDR432W	NPL3	YOR001W	RRP6	2	Lit-BM
YDL199C		YPL240C	HSP82	2	Lit-BM
YDR156W	RPA14	YOR340C	RPA43	7	Lit-BM
YNL216W	RAP1	YPL075W	GCR1	4	Lit-BM
YFL038C	YPT1	YPR049C	ATG11	4	Lit-BM
YER148W	SPT15	YPL248C	GAL4	10	Lit-BM
YDR477W	SNF1	YGL035C	MIG1	9	Lit-BM
YER082C	UTP7	YER118C	SHO1	2	Lit-BM
YGL094C	PAN2	YKL025C	PAN3	5	Lit-BM
YDL058W	USO1	YDL058W	USO1	4	Lit-BM
YJL124C	LSM1	YJL124C	LSM1	1	Lit-BS
YKL089W	MIF2	YOR061W	CKA2	3	Lit-BM
YDL065C	PEX19	YPL112C	PEX25	1	Lit-BS
YFL023W	BUD27	YNL135C	FPR1	2	Lit-BM
YER020W	GPA2	YJL106W	IME2	4	Lit-BM
YBR288C	APM3	YBR288C	APM3	1	Lit-NB
YDL014W	NOP1	YOR310C	NOP58	9	Lit-BM
YLR117C	CLF1	YMR240C	CUS1	1	Lit-BS
YKL038W	RGT1	YOR047C	STD1	6	Lit-BM
YDL077C	VAM6	YDR080W	VPS41	12	Lit-BM
YMR032W	HOF1	YOR181W	LAS17	3	Lit-BM
YDR320C-A	DAD4	YIR010W	DSN1	2	Lit-BM
YDL108W	KIN28	YDL140C	RPO21	12	Lit-BM
YJL041W	NSP1	YLR347C	KAP95	7	Lit-BM
YJR010C-A	SPC1	YML067C	ERV41	2	Lit-BM
YGL181W	GTS1	YLL003W	SFI1	2	Lit-BM
YGR140W	CBF2	YPL018W	CTF19	3	Lit-BM
YDL063C	SYO1	YPR102C	RPL11A	2	Lit-BM
YGL092W	NUP145	YJR042W	NUP85	10	Lit-BM
YDR318W	MCM21	YOL069W	NUF2	2	Lit-BM
YDR227W	SIR4	YKR101W	SIR1	4	Lit-BM
YDR028C	REG1	YJR090C	GRR1	2	Lit-BM
YNL271C	BNI1	YNL293W	MSB3	2	Lit-BM
YHR119W	SET1	YLR015W	BRE2	15	Lit-BM
YGR172C	YIP1	YPR028W	YOP1	2	Lit-BM
YER012W	PRE1	YFR050C	PRE4	6	Lit-BM
YGL017W	ATE1	YLR234W	TOP3	2	Lit-BM
YLR191W	PEX13	YNL152W	INN1	2	Lit-BM
YHR024C	MAS2	YLR163C	MAS1	3	Lit-BM
YML086C	ALO1	YMR120C	ADE17	1	Lit-BS
YMR192W	GYL1	YPR154W	PIN3	2	Lit-BM
YDR510W	SMT3	YHR174W	ENO2	2	Lit-BM
YKL002W	DID4	YLR025W	SNF7	1	Lit-NB
YNL273W	TOF1	YOL006C	TOP1	2	Lit-BM
YBL007C	SLA1	YNL243W	SLA2	2	Lit-BM
YHR016C	YSC84	YOR042W	CUE5	3	Lit-BM
YDR510W	SMT3	YJR009C	TDH2	3	Lit-BM
YBL007C	SLA1	YGL206C	CHC1	3	Lit-NB
YAR014C	BUD14	YER133W	GLC7	5	Lit-BM
YDR181C	SAS4	YOR213C	SAS5	7	Lit-BM
YFR002W	NIC96	YMR153W	NUP53	6	Lit-BM
YAL047C	SPC72	YMR077C	VPS20	2	Lit-BM
YFL023W	BUD27	YKL073W	LHS1	1	Lit-BS
YIR009W	MSL1	YNL091W	NST1	2	Lit-BM
YAL003W	EFB1	YLR249W	YEF3	2	Lit-BM
YGL035C	MIG1	YGL253W	HXK2	5	Lit-BM
YDR388W	RVS167	YKR001C	VPS1	2	Lit-BM
YGL178W	MPT5	YNR052C	POP2	2	Lit-NB
YHR030C	SLT2	YJL095W	BCK1	3	Lit-BM
YDL042C	SIR2	YDR110W	FOB1	3	Lit-BM
YBR160W	CDC28	YIL050W	PCL7	3	Lit-BM
YDR227W	SIR4	YDR227W	SIR4	7	Lit-BM
YDL190C	UFD2	YEL037C	RAD23	13	Lit-BM
YDR324C	UTP4	YDR398W	UTP5	2	Lit-BM
YMR186W	HSC82	YMR186W	HSC82	4	Lit-BM
YJR074W	MOG1	YLR293C	GSP1	5	Lit-BM
YGR119C	NUP57	YJL041W	NSP1	9	Lit-BM
YDR469W	SDC1	YLR015W	BRE2	7	Lit-BM
YLR148W	PEP3	YLR396C	VPS33	8	Lit-BM
YMR292W	GOT1	YOR165W	SEY1	1	Lit-BS
YJL034W	KAR2	YKL073W	LHS1	6	Lit-BM
YBR108W	AIM3	YCR009C	RVS161	1	Lit-BS
YKL130C	SHE2	YNL189W	SRP1	2	Lit-BM
YJL151C	SNA3	YPL058C	PDR12	1	Lit-BS
YDR388W	RVS167	YPR055W	SEC8	3	Lit-BM
YDR201W	SPC19	YDR507C	GIN4	2	Lit-BM
YJL141C	YAK1	YJL164C	TPK1	7	Lit-BM
YBL042C	FUI1	YGR130C		1	Lit-BS
YGL127C	SOH1	YPR168W	NUT2	1	Lit-BS
YDL043C	PRP11	YJL203W	PRP21	7	Lit-BM
YKR036C	CAF4	YLL001W	DNM1	2	Lit-BM
YAR018C	KIN3	YPL018W	CTF19	2	Lit-BM
YKL074C	MUD2	YLR116W	MSL5	11	Lit-BM
YGR188C	BUB1	YGR188C	BUB1	8	Lit-BM
YDR328C	SKP1	YML088W	UFO1	8	Lit-BM
YDR027C	VPS54	YDR468C	TLG1	2	Lit-BM
YCR002C	CDC10	YMR032W	HOF1	4	Lit-BM
YIL126W	STH1	YLR321C	SFH1	5	Lit-BM
YHR016C	YSC84	YJR083C	ACF4	4	Lit-BM
YER009W	NTF2	YJL041W	NSP1	2	Lit-BM
YHR187W	IKI1	YPL086C	ELP3	6	Lit-NB
YDR027C	VPS54	YOL018C	TLG2	5	Lit-BM
YHR052W	CIC1	YHR052W	CIC1	1	Lit-NB
YDL140C	RPO21	YOR210W	RPB10	4	Lit-BM
YNL068C	FKH2	YOR372C	NDD1	4	Lit-BM
YDR449C	UTP6	YJL069C	UTP18	3	Lit-BM
YBR127C	VMA2	YOR332W	VMA4	7	Lit-BM
YAL043C	PTA1	YNL222W	SSU72	7	Lit-BM
YCR059C	YIH1	YJL189W	RPL39	3	Lit-BM
YDL140C	RPO21	YGL070C	RPB9	7	Lit-BM
YDL008W	APC11	YLR127C	APC2	6	Lit-BM
YFR024C-A	LSB3	YGL181W	GTS1	3	Lit-BM
YLR424W	SPP382	YMR213W	CEF1	3	Lit-BM
YGR014W	MSB2	YLR229C	CDC42	3	Lit-BM
YER133W	GLC7	YOR178C	GAC1	9	Lit-BM
YGL124C	MON1	YGL124C	MON1	2	Lit-BM
YLR021W	IRC25	YPL144W	POC4	11	Lit-BM
YFR050C	PRE4	YJL001W	PRE3	4	Lit-BM
YDR311W	TFB1	YLR005W	SSL1	4	Lit-BM
YIR010W	DSN1	YPL233W	NSL1	9	Lit-BM
YGL001C	ERG26	YGL012W	ERG4	2	Lit-BM
YGR128C	UTP8	YGR185C	TYS1	3	Lit-BM
YDR212W	TCP1	YIL142W	CCT2	3	Lit-BM
YDL159W	STE7	YDR103W	STE5	23	Lit-BM
YEL002C	WBP1	YJL002C	OST1	9	Lit-BM
YNL232W	CSL4	YOR076C	SKI7	2	Lit-NB
YDL100C	GET3	YDL100C	GET3	16	Lit-BM
YLR022C	SDO1	YPL211W	NIP7	3	Lit-BM
YHR072W	ERG7	YLR100W	ERG27	3	Lit-BM
YIR010W	DSN1	YJR135C	MCM22	3	Lit-BM
YER125W	RSP5	YOR181W	LAS17	2	Lit-BM
YBR041W	FAT1	YHR072W	ERG7	1	Lit-NB
YLR265C	NEJ1	YLR265C	NEJ1	2	Lit-BM
YER031C	YPT31	YJL204C	RCY1	2	Lit-BM
YHR190W	ERG9	YLR100W	ERG27	2	Lit-BM
YBR198C	TAF5	YNL216W	RAP1	2	Lit-BM
YBR023C	CHS3	YOR299W	BUD7	2	Lit-BM
YDL240W	LRG1	YPR165W	RHO1	3	Lit-BM
YFR024C-A	LSB3	YPL249C	GYP5	3	Lit-BM
YGL200C	EMP24	YML012W	ERV25	4	Lit-BM
YKL012W	PRP40	YLR116W	MSL5	3	Lit-BM
YGR239C	PEX21	YLR191W	PEX13	2	Lit-BM
YJR089W	BIR1	YPL209C	IPL1	8	Lit-BM
YDR211W	GCD6	YLR291C	GCD7	9	Lit-BM
YAL047C	SPC72	YNL084C	END3	2	Lit-BM
YDR510W	SMT3	YPL225W		2	Lit-BM
YDR103W	STE5	YDR103W	STE5	8	Lit-BM
YER031C	YPT31	YER136W	GDI1	5	Lit-BM
YIL035C	CKA1	YOR039W	CKB2	4	Lit-BM
YDR265W	PEX10	YJL210W	PEX2	5	Lit-BM
YBL002W	HTB2	YBR089C-A	NHP6B	2	Lit-BM
YDR192C	NUP42	YNL189W	SRP1	2	Lit-BM
YJR017C	ESS1	YKL020C	SPT23	3	Lit-BM
YDR167W	TAF10	YPL129W	TAF14	3	Lit-BM
YDR214W	AHA1	YMR186W	HSC82	5	Lit-BM
YDR418W	RPL12B	YOL039W	RPP2A	2	Lit-BM
YDL160C	DHH1	YNL147W	LSM7	0	Lit-NB
YGR132C	PHB1	YGR231C	PHB2	4	Lit-BM
YAL016W	TPD3	YNL127W	FAR11	2	Lit-BM
YER094C	PUP3	YML092C	PRE8	2	Lit-BM
YDL149W	ATG9	YLR431C	ATG23	5	Lit-BM
YDL081C	RPP1A	YDR418W	RPL12B	2	Lit-BM
YDR240C	SNU56	YNL210W	MER1	2	Lit-BM
YHL002W	HSE1	YOR076C	SKI7	2	Lit-BM
YDL042C	SIR2	YIL150C	MCM10	4	Lit-BM
YBR200W	BEM1	YFL039C	ACT1	3	Lit-BM
YFL023W	BUD27	YLR200W	YKE2	2	Lit-BM
YHR143W-A	RPC10	YPR010C	RPA135	2	Lit-BM
YBR188C	NTC20	YLR117C	CLF1	4	Lit-BM
YPL187W	MF(ALPHA)1	YPR181C	SEC23	2	Lit-BM
YBR240C	THI2	YDL080C	THI3	3	Lit-BM
YDR309C	GIC2	YHR107C	CDC12	4	Lit-BM
YLR035C	MLH2	YMR167W	MLH1	2	Lit-BM
YHR161C	YAP1801	YIR006C	PAN1	4	Lit-BM
YEL032W	MCM3	YEL032W	MCM3	2	Lit-BM
YIL132C	CSM2	YLR376C	PSY3	5	Lit-BM
YGR195W	SKI6	YHR069C	RRP4	7	Lit-BM
YDL178W	DLD2	YFL039C	ACT1	5	Lit-BM
YMR240C	CUS1	YOR319W	HSH49	8	Lit-BM
YER165W	PAB1	YGR178C	PBP1	2	Lit-BM
YBL084C	CDC27	YGL240W	DOC1	5	Lit-BM
YGR080W	TWF1	YNL138W	SRV2	1	Lit-NB
YBL017C	PEP1	YMR010W	ANY1	1	Lit-BS
YKL049C	CSE4	YPL018W	CTF19	4	Lit-BM
YML098W	TAF13	YPR072W	NOT5	2	Lit-BM
YLL043W	FPS1	YLR113W	HOG1	3	Lit-BM
YDR265W	PEX10	YLR191W	PEX13	5	Lit-BM
YCR057C	PWP2	YLR129W	DIP2	3	Lit-NB
YJR112W	NNF1	YOR269W	PAC1	2	Lit-BM
YER155C	BEM2	YLR229C	CDC42	2	Lit-BM
YAR007C	RFA1	YHR164C	DNA2	5	Lit-BM
YAL055W	PEX22	YGR133W	PEX4	10	Lit-BM
YER016W	BIM1	YLR045C	STU2	4	Lit-BM
YFL033C	RIM15	YJL164C	TPK1	1	Lit-BS
YJR117W	STE24	YML016C	PPZ1	1	Lit-BS
YGR136W	LSB1	YLR144C	ACF2	2	Lit-BM
YIL126W	STH1	YPL129W	TAF14	5	Lit-BM
YBR106W	PHO88	YER056C	FCY2	1	Lit-BS
YBR267W	REI1	YGR148C	RPL24B	3	Lit-BM
YER133W	GLC7	YNL233W	BNI4	6	Lit-BM
YKL052C	ASK1	YKL138C-A	HSK3	4	Lit-BM
YDR295C	HDA2	YPR179C	HDA3	3	Lit-BM
YJR050W	ISY1	YMR213W	CEF1	4	Lit-BM
YDL106C	PHO2	YDR146C	SWI5	6	Lit-BM
YDR510W	SMT3	YPR041W	TIF5	2	Lit-BM
YJR090C	GRR1	YMR032W	HOF1	2	Lit-BM
YGR023W	MTL1	YLR371W	ROM2	2	Lit-BM
YBR253W	SRB6	YER022W	SRB4	16	Lit-BM
YDR510W	SMT3	YOL006C	TOP1	6	Lit-BM
YML115C	VAN1	YPL050C	MNN9	7	Lit-BM
YDR510W	SMT3	YKL096W-A	CWP2	2	Lit-BM
YER118C	SHO1	YNL331C	AAD14	2	Lit-BM
YDR080W	VPS41	YMR231W	PEP5	7	Lit-BM
YGL153W	PEX14	YLR191W	PEX13	23	Lit-BM
YGL049C	TIF4632	YOR204W	DED1	1	Lit-BS
YCR066W	RAD18	YDR510W	SMT3	2	Lit-BM
YER087C-B	SBH1	YJL002C	OST1	2	Lit-BM
YJL019W	MPS3	YKL172W	EBP2	4	Lit-BM
YFL024C	EPL1	YPR023C	EAF3	5	Lit-BM
YKR022C	NTR2	YLR424W	SPP382	5	Lit-BM
YIL159W	BNR1	YNL271C	BNI1	2	Lit-BM
YER133W	GLC7	YPL074W	YTA6	2	Lit-BM
YDR381W	YRA1	YDR381W	YRA1	4	Lit-BM
YPL106C	SSE1	YPL240C	HSP82	4	Lit-BM
YGL012W	ERG4	YGR175C	ERG1	2	Lit-BM
YDR217C	RAD9	YDR217C	RAD9	6	Lit-BM
YJL157C	FAR1	YLR229C	CDC42	2	Lit-BM
YDR451C	YHP1	YGL003C	CDH1	2	Lit-BM
YGL233W	SEC15	YLR166C	SEC10	7	Lit-BM
YER166W	DNF1	YNL323W	LEM3	4	Lit-BM
YKL101W	HSL1	YKL101W	HSL1	2	Lit-BM
YDR283C	GCN2	YGL195W	GCN1	7	Lit-BM
YKL117W	SBA1	YLR003C	CMS1	2	Lit-BM
YFR004W	RPN11	YIR011C	STS1	2	Lit-BM
YDL044C	MTF2	YFL036W	RPO41	2	Lit-BM
YMR139W	RIM11	YOL061W	PRS5	1	Lit-BS
YLR226W	BUR2	YPR161C	SGV1	7	Lit-BM
YDR510W	SMT3	YKR081C	RPF2	2	Lit-BM
YHR034C	PIH1	YPL235W	RVB2	6	Lit-BM
YDL160C	DHH1	YER068W	MOT2	1	Lit-NB
YIL173W	VTH1	YJR022W	LSM8	2	Lit-BM
YBL045C	COR1	YJR048W	CYC1	2	Lit-BM
YDL065C	PEX19	YDR329C	PEX3	7	Lit-BM
YAR003W	SWD1	YHR119W	SET1	11	Lit-BM
YER172C	BRR2	YIL061C	SNP1	3	Lit-BM
YER040W	GLN3	YNL189W	SRP1	3	Lit-BM
YBL078C	ATG8	YGL180W	ATG1	5	Lit-BM
YER021W	RPN3	YFR052W	RPN12	3	Lit-BM
YER174C	GRX4	YGR262C	BUD32	7	Lit-BM
YDR432W	NPL3	YDR432W	NPL3	7	Lit-BM
YDR510W	SMT3	YPL240C	HSP82	3	Lit-BM
YDR356W	SPC110	YIL149C	MLP2	3	Lit-BM
YKR072C	SIS2	YML016C	PPZ1	7	Lit-BM
YGL012W	ERG4	YMR015C	ERG5	2	Lit-BM
YHR107C	CDC12	YMR117C	SPC24	2	Lit-BM
YDR252W	BTT1	YOL127W	RPL25	2	Lit-BM
YDR276C	PMP3	YKR039W	GAP1	2	Lit-BM
YOL094C	RFC4	YOR217W	RFC1	1	Lit-BS
YHR023W	MYO1	YNL272C	SEC2	3	Lit-BM
YHR088W	RPF1	YPL125W	KAP120	2	Lit-BM
YAL005C	SSA1	YPL106C	SSE1	17	Lit-BM
YBR126C	TPS1	YML100W	TSL1	1	Lit-BS
YBR202W	MCM7	YLR103C	CDC45	6	Lit-BM
YDR378C	LSM6	YLR438C-A	LSM3	6	Lit-BM
YJL011C	RPC17	YKL144C	RPC25	4	Lit-BM
YHR190W	ERG9	YLR056W	ERG3	2	Lit-BM
YJL115W	ASF1	YMR127C	SAS2	3	Lit-BM
YCL029C	BIK1	YER016W	BIM1	5	Lit-BM
YDR436W	PPZ2	YKL088W	CAB3	2	Lit-BM
YER172C	BRR2	YNR011C	PRP2	3	Lit-BM
YIL026C	IRR1	YJL074C	SMC3	5	Lit-BM
YGR130C		YPL004C	LSP1	2	Lit-NB
YHR154W	RTT107	YML023C	NSE5	3	Lit-BM
YBR112C	CYC8	YCR084C	TUP1	20	Lit-BM
YNL289W	PCL1	YOR032C	HMS1	4	Lit-BM
YJR032W	CPR7	YNL330C	RPD3	3	Lit-BM
YHR060W	VMA22	YKL119C	VPH2	3	Lit-BM
YIR003W	AIM21	YJL020C	BBC1	3	Lit-BM
YML092C	PRE8	YOR157C	PUP1	4	Lit-BM
YDR200C	VPS64	YFR008W	FAR7	1	Lit-BS
YLL049W	LDB18	YLL049W	LDB18	2	Lit-BM
YLR117C	CLF1	YPL151C	PRP46	3	Lit-BM
YDR050C	TPI1	YDR050C	TPI1	4	Lit-BM
YHR061C	GIC1	YLR229C	CDC42	10	Lit-BM
YDR092W	UBC13	YLR032W	RAD5	6	Lit-BM
YFL005W	SEC4	YGL233W	SEC15	7	Lit-BM
YDR069C	DOA4	YLR025W	SNF7	3	Lit-BM
YJR134C	SGM1	YOR216C	RUD3	2	Lit-BM
YGL122C	NAB2	YPL169C	MEX67	4	Lit-BM
YDR328C	SKP1	YJR033C	RAV1	5	Lit-BM
YDL140C	RPO21	YHR143W-A	RPC10	2	Lit-BM
