orf_name	GenBank_accession	orf_space	in_db_space	in_ad_space
YDR301W		III	0	1
YDR302W		III	1	1
YDR303C	DQ331620	II	1	1
YDR304C	AY557734	II	1	1
YDR305C		III	1	1
YDR306C	DQ331321	II	1	1
YDR307W	DQ331352	II	1	1
YDR308C	AY557725	II	0	1
YDR309C	AY557791	II	1	1
YDR310C	DQ331852	II	1	1
YDR311W	AY723790	II	0	1
YDR312W		III	1	1
YDR313C	AY557742	II	1	1
YDR314C	EF058644	II	1	1
YDR315C	AY557740	II	1	1
YDR316W	EF058362	II	1	1
YDR317W	DQ331083	II	1	1
YDR318W	AY557737	II	0	1
YDR319C	DQ331095	II	1	1
YDR320C	DQ332335	II	1	1
YDR320C-A	EF058873	II	1	1
YDR321W	DQ333093	II	0	1
YDR322W	DQ332391	II	1	1
YDR322C-A	AY557720	II	1	1
YDR323C	DQ332395	II	1	1
YDR324C	DQ333150	II	1	1
YDR325W	DQ332578	II	1	1
YDR326C	DQ331172	II	0	1
YDR328C	AY557730	II	1	1
YDR329C	DQ331540	II	1	1
YDR330W	EF058449	II	0	1
YDR331W	AY557794	II	1	1
YDR332W	DQ331269	II	1	1
YDR333C	DQ332780	II	1	1
YDR334W	DQ331276	II	1	1
YDR335W	DQ332914	II	1	1
YDR336W	DQ331312	II	1	1
YDR337W	AY557743	II	1	1
YDR338C	EF058564	II	1	1
YDR339C	AY557728	II	1	1
YDR341C	DQ331903	II	1	1
YDR342C		III	1	1
YDR343C	EF059144	II	1	1
YDR344C		III	1	1
YDR345C		III	1	1
YDR346C	DQ332203	II	1	1
YDR347W	AY557787	II	1	1
YDR348C	AY723791	II	1	1
YDR349C	AY723792	II	1	1
YDR350C		III	0	1
YDR351W	DQ331757	II	1	1
YDR352W	DQ331336	II	1	1
YDR353W	AY557749	II	1	1
YDR354W	DQ331884	II	1	1
YDR356W	EF059124	II	1	1
YDR357C	AY557723	II	1	1
YDR358W	DQ332032	II	0	1
YDR359C	DQ332154	II	1	1
YDR361C	AY557741	II	1	1
YDR362C	EF058902	II	1	1
YDR363W	DQ332891	II	1	1
YDR363W-A	AY557719	II	0	1
YDR364C	DQ332894	II	1	1
YDR365C		III	0	1
YDR366C	DQ331329	II	1	1
YDR367W		III	1	1
YDR368W	DQ331930	II	1	1
YDR369C	DQ331939	II	1	1
YDR370C	DQ331356	II	1	1
YDR371W		II	1	1
YDR372C		III	1	1
YDR373W	DQ332076	II	1	1
YDR374C	DQ331048	II	1	1
YDR374W-A		III	0	1
YDR375C	DQ332111	II	1	1
YDR376W	DQ332259	II	1	1
YDR377W	EF059279	II	1	1
YDR378C	EF059281	II	1	1
YDR379W	DQ332326	II	1	1
YDR379C-A	EF058495	II	1	1
YDR380W	EF059264	II	1	1
YDR381W		III	1	1
YDR381C-A		III	1	1
YDR382W	EF059357	II	1	1
YDR383C	EF059361	II	0	1
YDR384C	DQ332479	II	1	1
YDR385W	EF059386	II	1	1
YDR386W	EF059474	II	1	1
YDR387C	DQ331196	II	1	1
YDR388W	EF058756	II	1	1
YDR389W		III	1	1
YDR390C	EF059476	II	1	1
YDR391C	DQ331380	II	1	1
YDR392W	DQ331531	II	0	1
YDR393W	DQ331549	II	1	1
YDR394W		III	0	1
YDR395W	DQ331705	II	1	1
YDR397C		III	0	1
YDR398W		III	1	1
YDR399W	DQ331864	II	1	1
YDR400W	EF059413	II	1	1
YDR402C	DQ332575	II	1	1
YDR403W	EF058802	II	1	1
YDR404C	EF058809	II	1	1
YDR405W	DQ331617	II	1	1
YDR406W		III	0	1
YDR407C	DQ331640	II	1	1
YDR408C	DQ331646	II	1	1
YDR409W	DQ331778	II	1	1
YDR410C	DQ331768	II	1	1
YDR411C	EF058561	II	0	1
YDR412W	EF058603	II	1	1
YDR414C		III	0	0
YDR415C	EF058314	II	1	1
YDR416W	DQ332050	II	0	1
YDR418W		III	1	1
YDR419W	DQ332211	II	1	1
YDR420W		III	1	1
YDR421W		III	1	1
YDR422C		III	1	1
YDR423C	EF058945	II	1	1
YDR424C		III	1	1
YDR425W		III	1	1
YDR427W		III	1	1
YDR428C	DQ331346	II	1	1
YDR429C	EF059120	II	0	1
YDR430C	DQ331184	II	1	1
YDR432W	DQ331498	II	1	1
YDR434W	DQ331659	II	1	1
YDR435C	DQ331664	II	1	1
YDR436W	EF058921	II	1	1
YDR437W	DQ331319	II	1	1
YDR438W	DQ331327	II	1	1
YDR439W		III	1	1
YDR440W		III	0	1
YDR441C	DQ331811	II	1	1
YDR443C	EF059073	II	0	1
YDR444W	DQ331360	II	1	1
YDR446W	DQ332078	II	0	1
YDR447C		III	1	1
YDR448W	DQ332125	II	1	1
YDR449C		III	1	1
YDR450W	EF059159	II	1	1
YDR451C	DQ332073	II	1	1
YDR452W	DQ332101	II	1	1
YDR453C	DQ332236	II	1	1
YDR454C	DQ332264	II	1	1
YDR456W	EF059194	II	1	1
YDR457W		III	0	0
YDR458C	DQ331148	II	1	1
YDR459C	DQ331192	II	1	1
YDR460W	DQ332465	II	0	1
YDR461W	AY557797	II	0	1
YDR461C-A		III	0	1
YDR462W	EF059469	II	1	1
YDR463W	DQ332638	II	1	1
YDR464W	DQ331510	II	0	1
YDR465C	DQ331520	II	1	1
YDR466W		III	1	1
YDR468C	AY558178	II	1	1
YDR469W	EF058942	II	1	1
YDR470C	DQ332895	II	1	1
YDR471W	EF059008	II	1	1
YDR472W	EF059012	II	1	1
YDR473C	DQ332948	II	1	1
YDR475C	AY723793	II	1	1
YDR475C	EF058617	II	1	1
YDR476C	AY558172	II	1	1
YDR477W		III	1	1
YDR478W	DQ332124	II	1	1
YDR479C	DQ332133	II	1	1
YDR480W		III	1	0
YDR481C	AY723794	II	1	1
YDR482C	AY557800	II	1	1
YDR483W	EF059184	II	1	1
YDR484W	DQ333088	II	1	1
YDR485C	AY693153	II	0	1
YDR486C	AY558173	II	1	1
YDR487C	AY557810	II	1	1
YDR488C	AY723795	II	1	1
YDR489W	AY558492	II	0	1
YDR490C	DQ333170	II	1	1
YDR492W	AY558493	II	1	1
YDR493W	AY558528	II	1	1
YDR494W	DQ331085	II	1	1
YDR495C	EF059261	II	1	1
YDR496C	DQ332267	II	1	1
YDR497C		III	1	1
YDR498C	AY693133	II	1	1
YDR499W	DQ332471	II	1	1
YDR500C		III	1	1
YDR501W	DQ332595	II	1	1
YDR502C	AY693186	II	1	1
YDR503C	AY693191	II	1	1
YDR504C	AY558176	II	1	1
YDR505C	EF058824	II	0	1
YDR506C	EF058464	II	1	1
YDR507C		II	1	1
YDR508C	DQ331665	II	1	1
YDR510W	AY558174	II	1	1
YDR511W	AY558175	II	1	1
YDR513W	AY692896	II	0	1
YDR512C		III	1	1
YDR514C	AY692699	II	0	1
YDR515W	AY692939	II	1	1
YDR516C		III	1	1
YDR517W	DQ331362	II	1	1
YDR518W	AY692970	II	1	1
YDR519W	AY558177	II	1	1
YDR520C	AY692719	II	0	1
YDR522C	DQ331942	II	1	1
YDR523C	EF059155	II	1	1
YDR524C	DQ332074	II	1	1
YDR524W-C	EF058711	II	1	1
YDR524C-B	DQ331423	II	1	1
YDR525W	AY558338	II	1	1
YDR525W-A	AY558561	II	1	1
YDR527W	EF058371	II	1	1
YDR528W	DQ332431	II	1	1
YDR529C	DQ332443	II	1	1
YDR530C	DQ332419	II	1	1
YDR531W	DQ332744	II	1	1
YDR532C	AY558580	II	0	1
YDR533C	AY558337	II	1	1
YDR534C	EF059369	II	1	1
YDR536W	AY723796	II	1	1
YDR538W	DQ332852	II	1	1
YDR539W	EF058473	II	1	1
YDR540C	AY692651	II	0	1
YDR541C	AY692675	II	1	1
YDR542W		III	0	0
YDR545W		III	0	0
YEL077C		III	0	0
YEL076C-A		III	0	0
YEL076C	AY557811	II	0	1
YEL075C	EF058377	II	1	1
YEL073C	AY558446	II	1	1
YEL072W	AY693045	II	1	1
YEL071W	DQ332119	II	1	1
YEL070W		II	1	1
YEL070W	DQ331047	II	1	1
YEL069C	AY723801	II	0	1
YEL068C	AY693268	II	1	1
YEL066W	EF059090	II	1	1
YEL067C		III	1	1
YEL065W	AY723800	II	1	1
YEL064C	DQ332946	II	1	1
YEL063C		III	1	1
YEL062W	AY692866	II	1	1
YEL061C	EF058924	II	1	1
YEL060C	DQ331686	II	1	1
YEL059C-A	AY558445	II	1	1
YEL058W	DQ331570	II	1	1
YEL057C	AY557813	II	0	1
YEL056W	DQ332850	II	1	1
YEL055C	DQ332646	II	1	1
YEL054C	AY693201	II	1	1
YEL053C	DQ332615	II	1	1
YEL052W	AY693149	II	1	1
YEL051W	DQ333125	II	1	1
YEL050C	DQ332432	II	1	1
YEL049W		III	1	1
YEL048C	AY558442	II	0	1
YEL047C	DQ331130	II	1	1
YEL046C	DQ333067	II	1	1
YEL044W	AY557805	II	1	1
YEL043W	AY723799	II	1	1
YEL042W	AY723798	II	1	1
YEL041W	DQ331043	II	0	1
YEL040W	AY693014	II	0	1
YEL039C	AY693032	II	0	1
YEL038W	DQ332088	II	0	1
YEL037C	AY693018	II	1	1
YEL036C	DQ331946	II	1	1
YEL035C	AY558444	II	1	1
YEL034W		III	1	0
YEL033W		III	1	1
YEL032W	EF059007	II	1	1
YEL031W	DQ331806	II	0	1
YEL030W	DQ331797	II	1	1
YEL029C	DQ332936	II	1	1
YEL028W	AY557802	II	0	1
YEL027W	AY558342	II	1	1
YEL026W	AY558377	II	1	1
YEL025C	EF058466	II	0	1
YEL024W	AY558341	II	1	1
YEL023C	AY723797	II	1	1
YEL022W	EF059464	II	1	1
YEL021W		III	0	1
YEL020W-A	AY557798	II	0	1
YEL020C	DQ331176	II	1	1
YEL019C	AY558441	II	1	1
YEL018W	EF058601	II	1	1
YEL017C-A	AY692935	II	1	1
YEL017W	DQ331339	II	1	1
YEL016C	AY692687	II	1	1
YEL015W		II	1	1
YEL014C	AY693348	II	1	1
YEL013W		III	0	1
YEL012W	EF058875	II	1	1
YEL011W	DQ331565	II	1	1
YEL009C-A		III	1	1
YEL009C	DQ333037	II	0	1
YEL008W	AY558376	II	1	1
YEL007W		II	1	1
YEL006W		III	1	1
YEL005C	DQ331901	II	1	1
YEL004W	DQ331898	II	1	1
YEL003W	AY558339	II	1	1
YEL002C	DQ331777	II	1	1
YEL001C	AY692686	II	1	1
YER001W		III	0	1
YER002W	AY557812	II	0	1
YER003C		III	0	1
YER004W	AY558449	II	1	1
YER005W	AY692878	II	0	1
YER006W	DQ332954	II	1	1
YER007W	EF059048	II	1	1
YER007C-A		III	1	1
YER008C	DQ331876	II	0	1
YER009W	AY558448	II	1	1
YER010C	EF058630	II	1	1
YER011W	DQ332995	II	1	1
YER012W	AY557807	II	1	1
YER013W	DQ332137	II	1	1
YER014W	EF059206	II	1	1
YER015W	DQ332174	II	1	1
YER014C-A		III	1	1
YER016W	DQ332350	II	1	1
YER017C	EF059318	II	1	1
YER018C	DQ333098	II	0	1
YER019W	EF059414	II	1	1
YER019C-A	AY693199	II	1	1
YER020W	EF059322	II	1	1
YER021W	DQ332380	II	0	1
YER022W	AY693166	II	0	1
YER023W	EF059415	II	1	1
YER024W	DQ332571	II	1	1
YER025W		III	1	1
YER026C	EF058792	II	1	1
YER027C	AY692771	II	0	1
YER028C	DQ332776	II	1	0
YER029C	AY558450	II	1	1
YER030W	DQ331271	II	1	1
YER031C	DQ331635	II	1	1
YER032W	EF058967	II	1	1
YER033C		II	1	1
YER034W	EF058597	II	0	1
YER035W	AY558451	II	1	1
YER036C	DQ331347	II	1	1
YER037W	DQ332017	II	1	1
YER038C	EF059138	II	1	1
YER038W-A		III	1	1
YER039C	AY558452	II	1	1
YER039C-A	DQ332742	II	1	1
YER040W	DQ331446	II	0	1
YER041W	EF058778	II	1	1
YER042W	AY692798	II	1	1
YER043C	AY692801	II	1	1
YER044C	AY558453	II	1	1
YER044C-A		III	1	1
YER045C	EF058879	II	1	1
YER046W	AY558454	II	1	1
YER047C	EF058960	II	1	1
YER048C	DQ332916	II	1	1
YER048W-A	AY558455	II	1	1
YER049W		III	1	1
YER050C	EF059352	II	1	1
YER051W	DQ331175	II	1	1
YER052C	DQ332599	II	1	1
YER053C	DQ331185	II	1	1
YER053C-A	EF058477	II	1	1
YER054C	DQ332618	II	1	1
YER055C	DQ331490	II	1	1
YER056C	EF058832	II	1	1
YER056C-A		III	1	1
YER057C	AY558456	II	1	1
YER058W	AY557778	II	1	1
YER059W	DQ331695	II	0	1
YER060W	DQ331663	II	1	1
YER060W-A		III	1	1
YER061C	DQ332885	II	1	1
YER062C	DQ332890	II	1	1
YER063W	AY557779	II	1	1
YER064C	DQ331323	II	1	1
YER065C	DQ331830	II	1	1
YER066W	EF058609	II	1	1
YER067W	AY692724	II	1	1
YER068W	EF059158	II	1	1
YER069W	DQ333009	II	1	1
YER070W	DQ331926	II	1	1
YER071C	AY692721	II	0	1
YER072W		III	1	0
YER073W	DQ332067	II	0	1
YER074W		III	1	0
YER074W-A	EF058516	II	1	1
YER075C		III	1	1
YER076C	AY692587	II	1	1
YER077C	EF058365	II	1	1
YER078C	DQ331104	II	1	1
YER078W-A	EF058693	II	1	1
YER079W	DQ331140	II	1	1
YER080W	DQ331127	II	1	1
YER081W	EF059358	II	1	1
YER082C	EF059360	II	1	1
YER083C	EF059363	II	1	1
YER084W	AY693362	II	0	1
YER085C	DQ331189	II	1	1
YER086W	EF059483	II	1	1
YER087W	DQ331239	II	1	1
YER087C-B	EF059446	II	1	1
YER088C		III	1	1
YER089C		III	1	1
YER090W	EF058908	II	1	1
YER091C	DQ331679	II	0	1
YER092W	DQ331697	II	0	1
YER093C	EF058928	II	0	1
YER093C-A	EF058404	II	0	1
YER094C	DQ331720	II	1	1
YER095W	DQ331842	II	1	1
YER096W	EF059024	II	0	1
YER098W	DQ331961	II	1	1
YER099C	AY692977	II	1	1
YER100W	EF058808	II	1	1
YER101C	DQ331581	II	1	1
YER102W	AY692824	II	1	1
YER103W	DQ331629	II	1	1
YER104W	AY692872	II	0	1
YER105C	EF058961	II	0	1
YER106W	AY692881	II	1	1
YER107C	AY692884	II	1	1
YER110C	DQ332514	II	1	1
YER111C	DQ332627	II	0	1
YER112W	EF059488	II	1	1
YER113C	DQ331382	II	1	1
YER114C	EF058767	II	1	1
YER115C	AY557781	II	1	1
YER116C	DQ332861	II	1	1
YER117W	DQ332872	II	1	1
YER118C	DQ332873	II	1	1
YER119C	DQ331727	II	1	1
YER120W	AY693125	II	1	1
YER121W		III	0	1
YER122C	EF059349	II	0	1
YER123W	EF059440	II	1	1
YER124C		III	1	1
YER125W	DQ332605	II	0	1
YER126C	AY693192	II	1	1
YER127W	DQ332843	II	1	1
YER128W	DQ331234	II	1	1
YER129W	DQ331511	II	0	1
YER130C	DQ331233	II	0	1
YER131W	AY692782	II	1	1
YER132C	DQ331648	II	1	1
YER133W	EF058903	II	1	1
YER134C	AY558562	II	1	1
YER135C	AY557782	II	1	1
YER136W	EF058998	II	1	1
YER137C		III	1	1
YER138W-A	EF058378	II	1	1
YER139C	DQ331357	II	1	1
YER140W	DQ331350	II	1	1
YER141W		III	1	0
YER142C	AY692938	II	0	1
YER143W	AY692945	II	1	1
YER144C	DQ331933	II	0	1
YER145C	DQ332982	II	1	1
YER146W	AY557783	II	1	1
YER145C-A		III	1	1
YER147C	EF059161	II	1	1
YER148W	DQ332231	II	0	1
YER149C	DQ332238	II	1	1
YER150W	AY557784	II	1	1
YER151C	DQ332237	II	1	1
YER152C	DQ332738	II	1	1
YER153C	AY557785	II	1	1
YER154W	AY693132	II	1	1
YER155C		III	0	0
YER156C	AY557786	II	1	1
YER157W	EF059459	II	1	1
YER158C	EF058435	II	1	1
YER159C	AY693203	II	1	1
YER161C		III	1	1
YER162C		II	0	1
YER163C	AY692652	II	1	1
YER164W	EF058917	II	0	1
YER165W	AY692854	II	1	1
YER166W		III	0	1
YER167W	DQ331820	II	0	1
YER168C	DQ331825	II	1	1
YER169W	DQ331853	II	1	1
YER170W	AY558457	II	1	1
YER171W	EF058986	II	1	1
YER172C		III	0	0
YER173W		III	1	1
YER174C	DQ331965	II	0	1
YER175C	DQ332080	II	1	1
YER175W-A	EF058677	II	1	1
YER176W	DQ332129	II	1	1
YER177W	DQ333029	II	0	1
YER178W	DQ332296	II	0	1
YER179W		III	0	1
YER180C	DQ332212	II	1	1
YER180C-A		III	0	1
YER181C		III	1	1
YER182W	DQ331144	II	1	1
YER183C	EF059379	II	1	1
YER184C	DQ331157	II	1	1
YER185W	DQ331200	II	1	1
YER186C	DQ331378	II	0	1
YER187W	EF058527	II	0	1
YER188C-A	DQ331440	II	1	1
YER190W		III	0	0
YER190C-B		III	1	1
YFL068W	AY557804	II	0	1
YFL067W		III	1	1
YFL066C		II	1	1
YFL064C	AY557806	II	1	1
YFL062W	EF058905	II	1	1
YFL061W		III	0	1
YFL060C	DQ332643	II	1	1
YFL059W	DQ331457	II	1	1
YFL058W	DQ332822	II	1	1
YFL055W	EF058402	II	1	1
YFL054C	AY692603	II	1	1
YFL053W	DQ333076	II	1	1
YFL052W	DQ331097	II	1	1
YFL051C	AY558469	II	1	1
YFL050C	DQ332097	II	1	1
YFL049W	DQ332727	II	0	1
YFL048C	AY693033	II	1	1
YFL047W	EF059114	II	1	1
YFL046W	AY558468	II	1	1
YFL045C	AY692959	II	1	1
YFL044C	DQ331334	II	1	1
YFL042C	DQ331326	II	1	1
YFL041W-A	DQ331414	II	1	1
YFL041W	DQ331725	II	1	1
YFL040W	DQ332792	II	1	1
YFL039C		III	1	1
YFL038C	AY558467	II	1	1
YFL037W	EF058866	II	1	1
YFL036W	DQ331544	II	1	1
YFL034C-B	DQ332062	II	0	1
YFL034C-A	DQ332061	II	1	1
YFL034W	DQ331381	II	0	1
YFL033C	EF059470	II	1	1
YFL031W	EF059372	II	0	1
YFL030W	DQ333124	II	1	1
YFL029C	DQ332623	II	0	1
YFL028C	DQ332494	II	1	1
YFL027C	AY693137	II	1	1
YFL026W	AY693134	II	1	1
YFL025C	DQ332284	II	1	1
YFL024C		III	1	1
YFL023W	EF059259	II	1	1
YFL022C	DQ332083	II	1	1
YFL021W	DQ332077	II	1	1
YFL020C	AY693016	II	1	1
YFL018C	EF059168	II	1	1
YFL017W-A	AY558463	II	1	1
YFL017C	AY558564	II	1	1
YFL016C	DQ332064	II	0	1
YFL015C	AY558465	II	1	1
YFL014W	AY558464	II	1	1
YFL013C	AY723802	II	1	1
YFL012W	AY558563	II	1	1
YFL011W	DQ331816	II	1	1
YFL010W-A	DQ331193	II	0	1
YFL010C	DQ331798	II	0	1
YFL009W	DQ331833	II	1	1
YFL008W	EF059006	II	1	1
YFL007W	AY693254	II	1	1
YFL007W	DQ331710	II	1	1
YFL005W	AY692843	II	1	1
YFL004W	DQ331655	II	1	1
YFL003C	EF058829	II	1	1
YFL002C	DQ331487	II	1	1
YFL001W	AY693197	II	1	1
YFR001W	AY557809	II	1	1
YFR002W	DQ332563	II	1	1
YFR003C	AY557803	II	1	1
YFR004W	AY692755	II	1	1
YFR005C	AY692766	II	1	1
YFR006W	AY723803	II	1	1
YFR007W	AY558494	II	0	1
YFR008W	DQ332880	II	0	1
YFR009W	AY723804	II	1	1
YFR010W		III	1	1
YFR011C	AY692683	II	0	1
YFR012W	AY557808	II	1	1
YFR012W-A	DQ331260	II	1	1
YFR013W	DQ332927	II	1	1
YFR014C	EF059054	II	0	1
YFR015C	DQ331894	II	1	1
YFR016C	EF058605	II	0	1
YFR017C	AY558470	II	0	1
YFR018C	AY692564	II	1	1
YFR019W		III	0	1
YFR020W	AY558471	II	1	1
YFR021W	DQ332858	II	1	1
YFR022W	DQ331254	II	1	1
YFR023W	DQ331585	II	1	1
YFR024C-A		III	1	1
YFR025C	DQ331726	II	1	1
YFR026C	DQ331307	II	1	1
YFR027W	DQ332955	II	1	1
YFR028C		III	1	1
YFR029W	DQ331888	II	1	1
YFR030W	DQ332594	II	1	1
YFR031C	DQ332597	II	1	1
YFR031C-A	DQ333152	II	1	1
YFR032C	DQ331183	II	1	1
YFR032C-A	AY558472	II	1	1
YFR032C-B	DQ331406	II	1	1
YFR033C	DQ332617	II	1	1
YFR034C	AY692776	II	0	1
YFR035C	AY558476	II	1	1
YFR036W	AY558473	II	1	1
YFR037C	AY692841	II	1	1
YFR038W	DQ331290	II	1	1
YFR039C	DQ331292	II	1	1
YFR040W	DQ331674	II	0	1
YFR041C	EF058536	II	1	1
YFR042W	EF058570	II	1	1
YFR043C	EF058572	II	1	1
YFR044C	AY692702	II	1	1
YFR045W	AY558474	II	1	1
YFR046C	AY692722	II	1	1
YFR047C	EF059091	II	1	1
YFR048W	EF059162	II	1	1
YFR049W	AY558475	II	1	1
YFR050C	AY692947	II	1	1
YFR051C	EF059081	II	1	1
YFR052W		III	0	1
YFR053C	DQ332072	II	1	1
YFR054C	AY558477	II	1	1
YFR055W	DQ332737	II	0	1
YFR057W	AY558478	II	1	1
YGL263W	DQ333169	II	1	1
YGL262W	DQ331195	II	0	1
YGL261C	AY692620	II	0	1
YGL260W	AY693264	II	1	1
YGL259W	DQ332969	II	1	1
YGL258W-A	EF058496	II	1	1
YGL258W	DQ332807	II	1	1
YGL257C	DQ331773	II	1	1
YGL256W	EF058970	II	1	1
YGL255W	DQ332911	II	1	1
YGL254W	DQ332879	II	0	1
YGL253W	DQ331614	II	1	1
YGL252C	AY692809	II	0	1
YGL251C		III	0	1
YGL250W	EF058450	II	1	1
YGL249W		III	1	1
YGL248W	DQ333154	II	1	1
YGL247W	AY693171	II	1	1
YGL246C	AY693165	II	1	1
YGL245W		II	1	1
YGL244W	EF059325	II	1	1
YGL243W	DQ332348	II	1	1
YGL242C	EF058376	II	1	1
YGL241W	DQ332304	II	1	1
YGL240W	DQ333033	II	1	1
YGL238W	DQ332162	II	1	1
YGL237C	DQ333021	II	0	1
YGL235W	EF058645	II	1	1
YGL236C		III	1	1
YGL234W	AY692986	II	1	1
YGL233W	EF059099	II	0	1
YGL232W		III	1	1
YGL231C	AY558267	II	1	1
YGL230C	AY558544	II	1	1
YGL229C	EF058964	II	1	1
YGL228W	DQ332909	II	1	1
YGL227W	DQ331728	II	1	1
YGL226C-A		III	1	1
YGL226W	AY558266	II	1	1
YGL225W	DQ331590	II	1	1
YGL224C	AY692802	II	1	1
YGL223C	AY692796	II	0	1
YGL222C	AY692752	II	1	1
YGL221C	AY693216	II	0	1
YGL220W	AY558390	II	1	1
YGL219C	EF058773	II	1	1
YGL216W	DQ332542	II	1	1
YGL215W	DQ332523	II	1	1
YGL213C	DQ333120	II	1	1
YGL212W	DQ332334	II	1	1
YGL211W		III	1	1
YGL210W	AY558506	II	1	1
YGL209W	DQ332309	II	1	1
YGL208W	DQ333065	II	1	1
YGL207W	EF059196	II	1	1
YGL206C	DQ332098	II	1	1
YGL205W	DQ332086	II	1	1
YGL204C	AY558505	II	1	1
YGL203C	EF059093	II	1	1
YGL202W	AY692962	II	1	1
YGL201C		III	0	1
YGL200C	DQ331848	II	1	1
YGL198W	DQ331759	II	1	1
YGL197W		III	0	1
YGL196W	AY558389	II	1	1
YGL195W		III	0	1
YGL194C-A		III	1	1
YGL194C	EF058862	II	1	1
YGL193C		III	1	1
YGL192W		II	0	1
YGL191W	AY558489	II	1	1
YGL190C	DQ332639	II	1	1
YGL189C		III	1	1
YGL188C-A	EF058715	II	1	1
YGL187C	DQ331897	II	1	1
YGL186C		III	1	1
YGL185C		III	1	1
YGL184C	DQ331771	II	1	1
YGL183C	AY558488	II	1	1
YGL181W	DQ331631	II	1	1
YGL180W	EF058880	II	1	1
YGL179C	DQ331602	II	1	1
YGL178W		III	0	1
YGL176C	EF058422	II	1	1
YGL175C	EF059421	II	0	1
YGL174W	AY558504	II	1	1
YGL173C	DQ332530	II	1	1
YGL172W	EF059330	II	0	1
YGL171W	DQ332368	II	1	1
YGL170C	AY557838	II	0	1
YGL169W	EF059336	II	1	1
YGL168W	EF059329	II	1	1
YGL167C	DQ332341	II	1	1
YGL166W	AY557820	II	0	1
YGL164C	DQ332126	II	1	1
YGL163C	DQ331995	II	1	1
YGL162W	DQ332996	II	1	1
YGL161C	AY557828	II	0	1
YGL160W		II	1	1
YGL159W	AY557833	II	1	1
YGL158W	AY723813	II	1	1
YGL157W	EF059032	II	1	1
YGL156W	DQ331851	II	0	1
YGL155W	DQ331743	II	1	1
YGL154C	AY692861	II	0	1
YGL153W	AY558503	II	1	1
YGL151W	DQ331576	II	0	1
YGL149W	AY558487	II	1	1
YGL150C	EF058852	II	1	1
YGL148W	DQ332870	II	1	1
YGL147C	DQ331552	II	1	1
YGL146C	AY558502	II	1	1
YGL145W	DQ331449	II	1	1
YGL144C	AY723812	II	1	1
YGL143C	EF059395	II	0	1
YGL142C	EF059381	II	1	1
YGL141W	AY723811	II	1	1
YGL140C		III	0	1
YGL139W		III	1	1
YGL138C	AY558501	II	1	1
YGL137W		III	0	1
YGL136C	AY558500	II	1	1
YGL135W		III	0	0
YGL134W	DQ332132	II	0	1
YGL133W	DQ332109	II	1	1
YGL131C	DQ331368	II	1	1
YGL130W		III	1	1
YGL129C		III	1	1
YGL128C	AY693008	II	0	1
YGL127C	AY693006	II	0	1
YGL126W	AY558499	II	1	1
YGL125W	DQ332407	II	1	1
YGL124C	DQ332389	II	1	1
YGL123W	AY557815	II	0	1
YGL122C	AY723810	II	1	1
YGL121C	EF059222	II	1	1
YGL120C	EF059216	II	1	1
YGL119W	EF059289	II	1	1
YGL118C		III	1	1
YGL117W	DQ331089	II	0	1
YGL116W	EF058925	II	1	1
YGL115W	EF058910	II	1	1
YGL114W	DQ331282	II	1	1
YGL113W	DQ331448	II	1	1
YGL112C	AY723809	II	1	1
YGL111W	DQ333144	II	1	1
YGL110C	DQ332748	II	1	1
YGL108C	DQ331151	II	0	1
YGL107C	AY723808	II	1	1
YGL106W	EF059311	II	1	1
YGL105W	AY558498	II	1	1
YGL104C	DQ332148	II	1	1
YGL103W		III	1	1
YGL101W	EF058328	II	1	1
YGL100W	AY558497	II	1	1
YGL099W	EF059436	II	0	1
YGL098W	AY557814	II	0	1
YGL097W	DQ333149	II	1	1
YGL096W	AY558496	II	1	1
YGL095C	DQ333091	II	1	1
YGL094C	DQ332338	II	1	1
YGL093W	DQ332179	II	1	1
YGL092W	DQ332159	II	0	1
YGL091C	DQ332008	II	1	1
YGL090W	AY723807	II	1	1
YGL089C		III	1	1
YGL088W		III	1	0
YGL087C		III	1	0
YGL086W	DQ331887	II	1	1
YGL085W	EF058595	II	1	1
YGL084C		III	1	1
YGL083W		III	0	0
YGL082W	AY558581	II	1	1
YGL081W	AY558495	II	1	1
YGL080W	AY558486	II	1	1
YGL079W	AY558485	II	0	1
YGL078C	DQ331793	II	1	1
YGL077C	AY723806	II	1	1
YGL076C	DQ332874	II	1	1
YGL075C	DQ331577	II	1	1
YGL073W	EF058783	II	0	1
YGL071W	AY723805	II	0	1
YGL070C	AY557799	II	1	1
YGL068W	EF058457	II	1	1
YGL067W	AY693188	II	1	1
YGL066W	DQ332590	II	0	1
YGL065C	EF059314	II	1	1
YGL064C	EF059298	II	1	1
YGL063W	DQ332308	II	1	1
YGL062W	DQ332274	II	1	1
YGL061C	AY558484	II	1	1
YGL060W	EF059169	II	1	1
YGL059W	EF058363	II	1	1
YGL058W	EF059247	II	1	1
YGL057C	DQ332733	II	1	1
YGL056C	AY693013	II	1	1
YGL055W	AY693010	II	1	1
YGL054C	AY558483	II	1	1
YGL053W	AY693004	II	0	1
YGL051W	DQ332394	II	1	1
YGL050W	DQ331120	II	1	1
YGL049C	DQ332470	II	1	1
YGL048C	AY693135	II	1	1
YGL047W	EF058387	II	1	1
YGL045W	AY693085	II	1	1
YGL044C	DQ333050	II	1	1
YGL043W	DQ331700	II	0	1
YGL041W-A		III	1	1
